name,address,telephone_number,type,opening_hours,closing_hours
I-HEALTH MEDICAL CLINIC,"30 BENDEMEER ROAD #01-883 BENDEMEER
VILLE, SINGAPORE 330030",62911371,G,8:00:00 am,8:00:00 pm
I-HEALTH MEDICAL CLINIC (SERANGOON NORTH),"152 SERANGOON NORTH AVENUE 1 #01-320,
SINGAPORE 550152",69705845,G,8:00:00 am,8:00:00 pm
I-HEALTH MEDICAL CLINIC (YISHUN),"292 YISHUN STREET 22 #01-285, SINGAPORE
760292",67525078,G,8:00:00 am,8:00:00 pm
INTEGRATED WELLNESS CLINIC,"8 SINARAN DRIVE #05-04 NOVENA SPECIALIST
CENTER, SINGAPORE 307470",63390665,G,8:00:00 am,8:00:00 pm
INTEMEDICAL (KOVAN),"210 HOUGANG STREET 21 #01-233, SINGAPORE
530210",62433036,G,8:00:00 am,8:00:00 pm
INTEMEDICAL POTONG PASIR,"51 UPPER SERANGOON ROAD #01-29 THE POIZ CENTRE, SINGAPORE 347697",62426384,G,8:00:00 am,8:00:00 pm
INTEMEDICAL TECK GHEE,"338 ANG MO KIO AVENUE 1 #01-1625 TECK GHEE
COURT, SINGAPORE 560338",69049579,G,8:00:00 am,8:00:00 pm
INTEMEDICAL YISHUN,"419 YISHUN AVENUE 11 #01-381, SINGAPORE
760419",62626384,G,8:00:00 am,8:00:00 pm
ISLAND FAMILY CLINIC (SELETAR),"455 SENGKANG WEST AVENUE #01-14,
SINGAPORE 790455",69088280,G,8:00:00 am,8:00:00 pm
J MEDICAL,"212 BIDADARI PARK DRIVE #03-06 MULTI STOREY CAR PARK, SINGAPORE 360212",96123567,G,8:00:00 am,8:00:00 pm
JANE & LEE SEMBAWANG FAMILY CLINIC,"483 ADMIRALTY LINK #01-23, SINGAPORE 750483",68537677,G,8:00:00 am,8:00:00 pm
JAPAN CLINIC AND SURGERY,"802 FRENCH RD #01-55, SINGAPORE 200802",62984517,G,8:00:00 am,8:00:00 pm
JIREH FAMILY CLINIC,"883 WOODLANDS ST 82 #02-468A, SINGAPORE
730883",63660373,G,8:00:00 am,8:00:00 pm
JOY CLINIC AND SURGERY,"844 YISHUN ST 81 #01-164, SINGAPORE 760844",67530702,G,8:00:00 am,8:00:00 pm
KALLANG BAHRU FAMILY CLINIC PTE. LTD.,"66 KALLANG BAHRU #01-485, SINGAPORE 330066",62950010,G,8:00:00 am,8:00:00 pm
KENNETH LOO FAMILY CLINIC,"152 BISHAN STREET 11 #01-215 BISHAN GREEN,
SINGAPORE 570152",62503660,G,8:00:00 am,8:00:00 pm
KEYSTONE CLINIC & SURGERY,"304 SERANGOON AVENUE 2 #01-10 CHUAN
VILLAGE, SINGAPORE 550304",60220772,G,8:00:00 am,8:00:00 pm
KEYSTONE CLINIC & SURGERY,"632 ANG MO KIO AVENUE 4 #01-966, SINGAPORE
560632",69046976,G,8:00:00 am,8:00:00 pm
KI MEDICAL CLINIC,"416 ANG MO KIO AVENUE 10 #01-975,
SINGAPORE 560416",64554475,G,8:00:00 am,8:00:00 pm
KINGSWAY MEDICAL CLINIC,"109 LORONG 1 TOA PAYOH #01-316, SINGAPORE
310109",69171055,G,8:00:00 am,8:00:00 pm
KOH'S T & T CLINIC AND SURGERY PTE. LTD.,"237 SERANGOON AVE 3 #01-126, SINGAPORE
550237",63823103,G,8:00:00 am,8:00:00 pm
L & L FAMILY MEDICINE CLINIC,"6 SIN MING ROAD #01-07 SIN MING PLAZA TOWER 2, SINGAPORE 575585",64588001,G,8:00:00 am,8:00:00 pm
LIFECARE MEDICAL CENTRE,"36 CIRCUIT ROAD #01-416, SINGAPORE 370036",67461533,G,8:00:00 am,8:00:00 pm
LIFELINE BISHAN MEDICAL CLINIC,"501 BISHAN ST 11 #01-376, SINGAPORE 570501",62598969,G,8:00:00 am,8:00:00 pm
LIFE-LINK CLINIC & SURGERY,"446 PASIR RIS DR 6 #01-120, SINGAPORE 510446",65834402,G,8:00:00 am,8:00:00 pm
LIM CLINIC & SURGERY,"109 TOA PAYOH LOR 1 #01-312, SINGAPORE
310109",62527473,G,8:00:00 am,8:00:00 pm
LION HEALTH CLINIC & SURGERY (YISHUN),"931 YISHUN CENTRAL 1 #01-107, SINGAPORE
760931",65189360,G,8:00:00 am,8:00:00 pm
LO & LEE CLINIC & SURGERY,"134 LORONG AH SOO #01-462, SINGAPORE
530134",62855688,G,8:00:00 am,8:00:00 pm
M LAM CLINIC,"739 GEYLANG ROAD, SINGAPORE 389649",67481949,G,8:00:00 am,8:00:00 pm
MACPHERSON MEDICAL CLINIC,"78 CIRCUIT ROAD #01-488, SINGAPORE 370078",67463913,G,8:00:00 am,8:00:00 pm
MAKE-WELL FAMILY CLINIC & SURGERY,"70 LORONG 4 TOA PAYOH #01-351, SINGAPORE
310070",96967188,G,8:00:00 am,8:00:00 pm
MD FAMILY CLINIC,"187C MARSILING ROAD #01-02, SINGAPORE
733187",65924762,G,8:00:00 am,8:00:00 pm
MEDICA CLINIC,"681 HOUGANG AVE 8 #01-837, SINGAPORE
530681",63862187,G,8:00:00 am,8:00:00 pm
MEDILINE WEI MIN CLINIC,"14 KENSINGTON PARK ROAD, SINGAPORE 557265",62886029,G,8:00:00 am,8:00:00 pm
MEDIVALE MEDICAL CLINIC,"236 YISHUN RING ROAD #01-1012 YISHUN
HEARTS, SINGAPORE 760236",62570141,G,8:00:00 am,8:00:00 pm
MEENARA CLINIC,"422 ANG MO KIO AVE 3 #01-2536, SINGAPORE
560422",64541003,G,8:00:00 am,8:00:00 pm
MILLENNIUM MEDICAL GROUP,"849 WOODLANDS ST 82 #01-215, SINGAPORE
730849",63680386,G,8:00:00 am,8:00:00 pm
MINMED CLINIC (ANG MO KIO),"53 ANG MO KIO AVENUE 3 #03-25 AMK HUB,
SINGAPORE 569933",62350123,G,8:00:00 am,8:00:00 pm
MINMED CLINIC (FARRER PARK),"180 KITCHENER ROAD #01-17 CITY SQUARE MALL, SINGAPORE 208539",63399339,G,8:00:00 am,8:00:00 pm
MINMED CLINIC (NOVENA),"101 THOMSON ROAD #02-08 UNITED SQUARE,
SINGAPORE 307591",63399339,G,8:00:00 am,8:00:00 pm
MINMED CLINIC (WOODGROVE),"30 WOODLANDS AVENUE 1 #01-21 THE
WOODGROVE, SINGAPORE 739065",63399339,G,8:00:00 am,8:00:00 pm
MINMED CLINIC (WOODLANDS),"6 WOODLANDS SQUARE #09-06 WOODS SQUARE,
SINGAPORE 737737",69740123,G,8:00:00 am,8:00:00 pm
MINMED CLINIC (YISHUN RING),"598 YISHUN RING ROAD #01-09 WISTERIA MALL, SINGAPORE 768698",63399339,G,8:00:00 am,8:00:00 pm
MINMED CLINIC (YISHUN),"1 NORTHPOINT DRIVE #02-153 NORTHPOINT
CITY, SINGAPORE 768019",65540123,G,8:00:00 am,8:00:00 pm
MY FAMILY CLINIC (WOODLANDS GLEN),"573 WOODLANDS DRIVE 16 #01-09, SINGAPORE
730573",67321520,G,8:00:00 am,8:00:00 pm
MY FAMILY CLINIC (WOODLANDS),"768 WOODLANDS AVE 6 #02-07 WOODLANDS
MART, SINGAPORE 730768",68840658,G,8:00:00 am,8:00:00 pm
MYDOCTOR@BALESTIER,"360 BALESTIER ROAD #01-01 SHAW PLAZA - TWIN HEIGHTS, SINGAPORE 329783",69048264,G,8:00:00 am,8:00:00 pm
MYDOCTOR@CANBERRA,"133 CANBERRA VIEW #B1-06 CANBERRA PLAZA, SINGAPORE 750133",69701002,G,8:00:00 am,8:00:00 pm
NEW PATH MEDICAL & AESTHETICS,"926 UPPER THOMSON ROAD, SINGAPORE 787120",69800662,G,8:00:00 am,8:00:00 pm
NORTHLAND FAMILY CLINIC & SURGERY,"640 YISHUN ST 61 #01-198, SINGAPORE 760640",67535181,G,8:00:00 am,8:00:00 pm
NORWOOD MEDICAL (HOUGANG),"365B UPPER SERANGOON ROAD #01-1066 HOUGANG MEADOW, SINGAPORE 532365",91559305,G,8:00:00 am,8:00:00 pm
NORWOOD MEDICAL CLINIC,"785E WOODLANDS RISE #01-02, SINGAPORE
735785",69373576,G,8:00:00 am,8:00:00 pm
NTUC HEALTH FAMILY MEDICINE CLINIC,"264 SERANGOON CENTRAL #01-205, SINGAPORE
550264",62812638,G,8:00:00 am,8:00:00 pm
OAKLIFE FAMILY CLINIC,"592G BALESTIER ROAD, SINGAPORE 329902",69808568,G,8:00:00 am,8:00:00 pm
OUR WOODLEIGH FAMILY CLINIC,"115B ALKAFF CRESCENT #01-05, SINGAPORE
342115",69700560,G,8:00:00 am,8:00:00 pm
P TAN FAMILY MEDICINE CLINIC,"503 BISHAN STREET 11 #01-464, SINGAPORE
570503",62557545,G,8:00:00 am,8:00:00 pm
PACIFIC MEDICAL & DENTAL GROUP,"716 YISHUN ST 71 #01-270, SINGAPORE 760716",67524050,G,8:00:00 am,8:00:00 pm
PANCARE MEDICAL (HOUGANG),"23 HOUGANG AVENUE 3 #01-285 HOUGANG
VIEW, SINGAPORE 530023",62420104,G,8:00:00 am,8:00:00 pm
PANCARE MEDICAL (LOR AH SOO),"124 HOUGANG AVENUE 1 #01-1448, SINGAPORE
530124",81612585,G,8:00:00 am,8:00:00 pm
PANCARE MEDICAL (SERANGOON),"3 LORONG LEW LIAN #01-70 LEW LIAN GARDENS, SINGAPORE 531003",68580025,G,8:00:00 am,8:00:00 pm
PANCARE MEDICAL (YISHUN 605),"605 YISHUN STREET 61 #01-315 NEE SOON CENTRAL MEADOWS, SINGAPORE 760605",87113193,G,8:00:00 am,8:00:00 pm
PANCARE MEDICAL (YISHUN) PTE LTD,"747 YISHUN STREET 72 #01-106 NEE SOON CENTRAL GREEN, SINGAPORE 760747",67543740,G,8:00:00 am,8:00:00 pm
PANCARE MEDICAL CLINIC,"133 ANG MO KIO AVENUE 3 #01-1643 KEBUN BARU SPRING, SINGAPORE 560133",62583186,G,8:00:00 am,8:00:00 pm
PANHEALTH FAMILY CLINIC (HOUGANG),"932B HOUGANG AVENUE 9 #01-02 HOUGANG
CRIMSON, SINGAPORE 532932",66101496,G,8:00:00 am,8:00:00 pm
PARIQUA CLINIC,"47 BENDEMEER ROAD #01-1463, SINGAPORE
330047",62921351,G,8:00:00 am,8:00:00 pm
PEACE FAMILY CLINIC (WL832),"832 WOODLANDS STREET 83 #01-71, SINGAPORE
730832",63634357,G,8:00:00 am,8:00:00 pm
PEAK MEDICAL NOVENA,"55 NEWTON ROAD #02-04/07 REVENUE HOUSE, SINGAPORE 307987",62550900,G,8:00:00 am,8:00:00 pm
PHOENIX MEDICAL GROUP (POTONG PASIR),"2 TAI THONG CRESCENT #01-16 THE VENUE SHOPPES, SINGAPORE 347836",62411780,G,8:00:00 am,8:00:00 pm
PHOENIX MEDICAL GROUP (THOMSON),"244M UPPER THOMSON ROAD THOMSON GARDEN ESTATE, SINGAPORE 574369",96548285,G,8:00:00 am,8:00:00 pm
PHYSICIANS PRACTICE FAMILY MEDICAL CENTER,"101 THOMSON ROAD #01-17 UNITED SQUARE,
SINGAPORE 307591",62548182,G,8:00:00 am,8:00:00 pm
PINNACLE FAMILY CLINIC (BUANGKOK SQUARE),"991 BUANGKOK LINK #02-05 BUANGKOK
SQUARE, SINGAPORE 530991",69099203,G,8:00:00 am,8:00:00 pm
PINNACLE FAMILY CLINIC (SERANGOON NORTH),"518 SERANGOON NORTH AVENUE 4 #B1-208,
SINGAPORE 550518",62193910,G,8:00:00 am,8:00:00 pm
PINNACLE FAMILY CLINIC (WOODLANDS),"573 WOODLANDS DRIVE 16 #01-06, SINGAPORE
730573",67601623,G,8:00:00 am,8:00:00 pm
PLATINUM MEDICAL CENTRE PTE LTD,"504 YISHUN STREET 51 #01-02 MULTI STOREY CAR PARK, SINGAPORE 760504",69938648,G,8:00:00 am,8:00:00 pm
POTONG PASIR MEDICAL CLINIC,"148 POTONG PASIR AVENUE 1 #01-55,
SINGAPORE 350148",62824384,G,8:00:00 am,8:00:00 pm
PREMIER CLINIC & SURGERY PTE LTD,"631 ANG MO KIO AVE 4 #01-936, SINGAPORE
560631",64562982,G,8:00:00 am,8:00:00 pm
PROCARE GP CLINIC MAYFLOWER,"163 ANG MO KIO AVENUE 4 #01-436 MAYFLOWER SHOPPING & FOOD CENTRE, SINGAPORE 560163",87995296,G,8:00:00 am,8:00:00 pm
PROHEALTH MEDICAL GROUP @WOODLEIGH,"11 BIDADARI PARK DRIVE #02-10 THE WOODLEIGH MALL, SINGAPORE 367803",65399769,G,8:00:00 am,8:00:00 pm
Q & M MEDICAL & AESTHETIC CLINIC (FARRER PARK),"180 KITCHENER ROAD #B1-13/14 CITY SQUARE MALL, SINGAPORE 208539",65099558,G,8:00:00 am,8:00:00 pm
REDWOOD@TPY CLINIC AND SURGERY PTE LTD,"263 SERANGOON CENTRAL DRIVE #01-51,
SINGAPORE 550263",62805222,G,8:00:00 am,8:00:00 pm
RIVER VALLEY MEDICAL & SURGERY CLINIC,"181 ANG MO KIO AVENUE 5 #01-2938 KEBUN
BARU LINK 2, SINGAPORE 560181",62350619,G,8:00:00 am,8:00:00 pm
RIVERSAGE FAMILY CLINIC,"476 UPPER SERANGOON VIEW #02-08,
SINGAPORE 530476",87575947,G,8:00:00 am,8:00:00 pm
ROY'S FAMILY CLINIC,"555 ANG MO KIO AVENUE 10 #01-1974 CHENG SAN PLACE, SINGAPORE 560555",67544073,G,8:00:00 am,8:00:00 pm
S & L FAMILY CLINIC,"729 YISHUN STREET 71 #01-105, SINGAPORE
760729",67546203,G,8:00:00 am,8:00:00 pm
S AND L FAMILY CLINIC,"235 YISHUN ST 21 #01-446, SINGAPORE 760235",62576885,G,8:00:00 am,8:00:00 pm
S S TAN MEDICAL CLINIC,"744 YISHUN ST 72 #01-195, SINGAPORE 760744",67583952,G,8:00:00 am,8:00:00 pm
SATA COMMHEALTH MEDICAL CENTRE,"900 SOUTH WOODLANDS DR #04-01 WOODLANDS CIVIC CENTRE, SINGAPORE 730900",62446688,G,8:00:00 am,8:00:00 pm
SATA COMMHEALTH MEDICAL CENTRE,"1 SIANG KUANG AVENUE SENNETT ESTATE, SINGAPORE 347919",62446688,G,8:00:00 am,8:00:00 pm
SATA COMMHEALTH MEDICAL CENTRE,"715 ANG MO KIO AVENUE 6 #01-4008,
SINGAPORE 560715",62446688,G,8:00:00 am,8:00:00 pm
SIA & YEO HOUGANG CLINIC PTE LTD,"573 HOUGANG STREET 51 #01-21, SINGAPORE
530573",63861426,G,8:00:00 am,8:00:00 pm
SMRT MEDICAL CLINIC @ WOODLANDS DEPOT,"60 WOODLANDS INDUSTRIAL PARK E4, SINGAPORE 757705",66977700,G,8:00:00 am,8:00:00 pm
ST GEORGES CLINIC AND SURGERY PTE LTD,"3 ST GEORGE'S RD #01-105, SINGAPORE 320003",62984833,G,8:00:00 am,8:00:00 pm
STERLING CLINIC & SURGERY,"3 LOR LEW LIAN #01-64, SINGAPORE 531003",62849971,G,8:00:00 am,8:00:00 pm
SUMMIT MEDICAL CLINIC,"632 ANG MO KIO AVE 4 #01-956, SINGAPORE
560632",64560060,G,8:00:00 am,8:00:00 pm
T MEDICAL CLINIC,"115 CANBERRA WALK #01-05, SINGAPORE 750115",69097550,G,8:00:00 am,8:00:00 pm
T MEDICAL CLINIC (KALLANG),"5 UPPER BOON KENG ROAD #01-14 KALLANG HEIGHTS, SINGAPORE 380005",69700882,G,8:00:00 am,8:00:00 pm
TAI SENG CLINIC,"11 IRVING PLACE #01-09/10, SINGAPORE 369551",63844727,G,8:00:00 am,8:00:00 pm
TAN & NAH FAMILY CLINIC,"799B WOODLANDS DRIVE 60 #01-127,
SINGAPORE 732799",69709121,G,8:00:00 am,8:00:00 pm
TAN & YIK CLINIC & SURGERY,"116 BISHAN STREET 12 #01-36, SINGAPORE
570116",62584122,G,8:00:00 am,8:00:00 pm
TAN MEDICAL CLINIC PTE LTD,"339 ANG MO KIO AVE 1 #01-1583, SINGAPORE
560339",64530482,G,8:00:00 am,8:00:00 pm
TAN MEDICARE CLINIC PTE LTD,"629 ANG MO KIO AVE 4 #01-986, SINGAPORE
560629",64544211,G,8:00:00 am,8:00:00 pm
TECK GHEE CLINIC (DR TAN YANG KHAI) PTE LTD,"451 ANG MO KIO AVENUE 10 #01-1765,
SINGAPORE 560451",64527971,G,8:00:00 am,8:00:00 pm
TEMASEK MEDICAL CLINIC,"212 TOA PAYOH LOR 8 #01-41, SINGAPORE
310212",62523206,G,8:00:00 am,8:00:00 pm
THE BIDADARI CLINIC,"115B ALKAFF CRESCENT #01-11, SINGAPORE
342115",65183868,G,8:00:00 am,8:00:00 pm
THE FAMILY PHYSICIAN CLINIC,"542B SERANGOON NORTH AVENUE 3 #01-02,
SINGAPORE 552542",65551828,G,8:00:00 am,8:00:00 pm
THE FAMILY PRACTICE- POTONG PASIR,"148 POTONG PASIR AVE 1 #01-33, SINGAPORE
350148",62816906,G,8:00:00 am,8:00:00 pm
THE GOOD LIFE MEDICAL CENTER,"820 THOMSON ROAD #07-57 MOUNT ALVERNIA
HOSPITAL, SINGAPORE 574623",94571634,G,8:00:00 am,8:00:00 pm
THE HEALER CLINIC + SURGERY,"154 SERANGOON NORTH AVENUE 1 #01-452,
SINGAPORE 550154",62859866,G,8:00:00 am,8:00:00 pm
TNG FAMILY CLINIC,"347 ANG MO KIO AVE 3 #01-2126, SINGAPORE
560347",64541203,G,8:00:00 am,8:00:00 pm
TOWN CLINIC,"287 BEACH ROAD #01-00, SINGAPORE 199551",62981456,G,8:00:00 am,8:00:00 pm
TRUST HEALTH MEDICAL,"554 ANG MO KIO AVENUE 10 #01-2048 CHENG SAN PLACE, SINGAPORE 560554",69707533,G,8:00:00 am,8:00:00 pm
UNIHEALTH 24-HR CLINIC (TOA PAYOH),"178 TOA PAYOH CENTRAL #01-218, SINGAPORE
310178",62031639,G,8:00:00 am,8:00:00 pm
UNIHEALTH 24-HR CLINIC (YISHUN),"103 YISHUN RING ROAD #01-99, SINGAPORE
760103",65179598,G,8:00:00 am,8:00:00 pm
UNION MEDICAL CLINIC & SURGERY,"152 SERANGOON NORTH AVENUE 1 #01-330,
SINGAPORE 550152",62823357,G,8:00:00 am,8:00:00 pm
UNION MEDICAL CLINIC & SURGERY (TOA PAYOH),"148 LORONG 1 TOA PAYOH #01-917, SINGAPORE
310148",86466339,G,8:00:00 am,8:00:00 pm
UNIQ MEDICAL CLINIC (YISHUN),"925 YISHUN CENTRAL 1 #01-231, SINGAPORE
760925",60220655,G,8:00:00 am,8:00:00 pm
VITACARE FAMILY CLINIC (PUNGGOL CENTRAL),"622D PUNGGOL CENTRAL #01-05, SINGAPORE
824622",66360805,G,8:00:00 am,8:00:00 pm
VITACARE FAMILY CLINIC @ KOVAN PTE LTD,"205 HOUGANG STREET 21 #02-43 HEARTLAND MALL- KOVAN, SINGAPORE 530205",63223668,G,8:00:00 am,8:00:00 pm
VITACARE FAMILY CLINIC@SELETAR PTE.LTD.,"417 FERNVALE LINK #01-03, SINGAPORE 790417",63151608,G,8:00:00 am,8:00:00 pm
VITAL-CARE CLINIC AND SURGERY PTE LTD,"525 ANG MO KIO AVENUE 10 #01-2399 CHENG SAN CENTRE, SINGAPORE 560525",62565154,G,8:00:00 am,8:00:00 pm
W MEDICAL,"365 SEMBAWANG CRESCENT #01-06, SINGAPORE
750365",62731246,G,8:00:00 am,8:00:00 pm
WEE'S FAMILY CLINIC & SURGERY,"88 WHAMPOA DR #01-865, SINGAPORE 320088",62521231,G,8:00:00 am,8:00:00 pm
WEN & WENG FAMILY CLINIC,"505 CANBERRA LINK #01-03, SINGAPORE 750505",62571198,G,8:00:00 am,8:00:00 pm
WONG CLINIC & SURGERY,"153 SERANGOON NORTH AVE 1 #01-532,
SINGAPORE 550153",62828647,G,8:00:00 am,8:00:00 pm
WOODLANDS MEDICAL CENTRE,"210 MARSILING CRESCENT #01-09, SINGAPORE
730210",62698888,G,8:00:00 am,8:00:00 pm
WOODLEIGH CARE FAMILY CLINIC,"11 BIDADARI PARK DRIVE #02-13 THE WOODLEIGH MALL, SINGAPORE 367803",60150982,G,8:00:00 am,8:00:00 pm
YAP FAMILY CLINIC,"132 MARSILING RISE #01-230, SINGAPORE 730132",63626012,G,8:00:00 am,8:00:00 pm
YIO CHU KANG MRT CLINIC PTE LTD,"635 ANG MO KIO AVE 6 #01-5125, SINGAPORE
560635",64598278,G,8:00:00 am,8:00:00 pm
18 CLINIC,"101 TOWNER ROAD #01-228, SINGAPORE 322101",62999750,G,8:00:00 am,8:00:00 pm
A1 MEDICAL CLINIC,"418 BEDOK NORTH AVENUE 2 #01-63 LINEAR GREEN @ BEDOK, SINGAPORE 460418",64930198,G,8:00:00 am,8:00:00 pm
ADMIRALTY FAMILY MEDICAL CLINIC,"678A WOODLANDS AVENUE 6 #03-15 ADMIRALTY
PLACE, SINGAPORE 731678",69048894,G,8:00:00 am,8:00:00 pm
ASIATIQUE MEDICAL & AESTHETICS CLINIC,"338 ANG MO KIO AVENUE 1 #01-1645 TECK GHEE
COURT, SINGAPORE 560338",93370638,G,8:00:00 am,8:00:00 pm
BARTLEY CLINIC,"187 UPPER PAYA LEBAR ROAD, SINGAPORE
534869",60221661,G,8:00:00 am,8:00:00 pm
CARE FAMILY CLINIC,"663 BUFFALO ROAD #01-12, SINGAPORE 210663",62995868,G,8:00:00 am,8:00:00 pm
CARE FOR YOU MEDICAL CLINIC,"86 CIRCUIT ROAD #01-1003 MACPHERSON OASIS,
SINGAPORE 370086",66127196,G,8:00:00 am,8:00:00 pm
CARING MEDICAL CLINIC,"735 PASIR RIS STREET 72 #02-328 PASIR RIS WEST
PLAZA, SINGAPORE 510735",60380228,G,8:00:00 am,8:00:00 pm
CENTRAL [ CLINIC + SURGERY ] MARINE PARADE,"81 MARINE PARADE CENTRAL #01-630 MARINE PARADE PROMENADE, SINGAPORE 440081",63466277,G,8:00:00 am,8:00:00 pm
CHIEW CLINIC,"2 KOVAN ROAD #01-09 SIMON PLAZA,
SINGAPORE 548008",63828002,G,8:00:00 am,8:00:00 pm
CHIN CHOO CLINIC,"35 CIRCUIT ROAD #01-430, SINGAPORE 370035",67452815,G,8:00:00 am,8:00:00 pm
CLINIC@COSTA,"84 BAYSHORE ROAD #01-35/36 COSTA DEL SOL, SINGAPORE 469994",62433638,G,8:00:00 am,8:00:00 pm
CROSSROADS FAMILY CLINIC,"601B TAMPINES AVENUE 9 #01-10 TAMPINES
GREENRIDGES, SINGAPORE 522601",65927080,G,8:00:00 am,8:00:00 pm
DOCTORS FOR LIFE MEDICAL,"3 PICKERING STREET #01-02 NANKIN ROW,
SINGAPORE 048660",69090527,G,8:00:00 am,8:00:00 pm
DR LIM LEAN HUAT & ASSOCIATES PTE LTD,"101 IRRAWADDY ROAD #21-04 ROYAL SQUARE AT NOVENA, SINGAPORE 329565",63238611,G,8:00:00 am,8:00:00 pm
DRS CHAN & TANG FAMILY CLINIC,"125 LORONG 1 TOA PAYOH #01-549, SINGAPORE
310125",62511782,G,8:00:00 am,8:00:00 pm
FINEST HEALTH MEDICAL CENTRE,"19 LORONG 7 TOA PAYOH #01-268 KIM KEAT
PALM, SINGAPORE 310019",65133513,G,8:00:00 am,8:00:00 pm
FIRST LIGHT FAMILY CLINIC & SURGERY,"272 BUKIT BATOK EAST AVENUE 4 #01-72,
SINGAPORE 650272",65603930,G,8:00:00 am,8:00:00 pm
FUSION MEDICAL,"501 ORCHARD ROAD #04-11 WHEELOCK PLACE,
SINGAPORE 238880",62506548,G,8:00:00 am,8:00:00 pm
GOCLINIC COMMONWEALTH,"116 COMMONWEALTH CRESCENT #01-133,
SINGAPORE 140116",65926882,G,8:00:00 am,8:00:00 pm
GOCLINIC MARSILING,"18 MARSILING LANE #01-267, SINGAPORE 730018",63203626,G,8:00:00 am,8:00:00 pm
GOCLINIC SERANGOON,"301 SERANGOON AVENUE 2 #01-340 CHUAN
VILLAGE, SINGAPORE 550301",65926882,G,8:00:00 am,8:00:00 pm
GOCLINIC YISHUN,"769 YISHUN AVENUE 3 #01-283, SINGAPORE
760769",65399935,G,8:00:00 am,8:00:00 pm
GOODHEALTH MEDICAL & SURGERY,"116 BISHAN ST 12 #01-34 BISHAN VIEW,
SINGAPORE 570116",69512526,G,8:00:00 am,8:00:00 pm
HEALTH PARTNERSHIP MEDICAL CENTRE,"109 BUKIT PURMEI RD #01-145, SINGAPORE
090109",62782860,G,8:00:00 am,8:00:00 pm
HEALTHLIGHT FAMILY MEDICINE CLINIC,"601 CHOA CHU KANG ST 62 #01-09, SINGAPORE
680601",67672281,G,8:00:00 am,8:00:00 pm
HEALTHLINK MEDICAL CLINIC & SURGERY,"5 UPPER ALJUNIED LANE #01-46, SINGAPORE
360005",62890885,G,8:00:00 am,8:00:00 pm
HEALTHMARK CLINIC (PASIR RIS),"735 PASIR RIS STREET 72 #01-314 PASIR RIS WEST
PLAZA, SINGAPORE 510735",65827823,G,8:00:00 am,8:00:00 pm
HEALTHMARK FAMILY CLINIC (COMPASSVALE),"263 COMPASSVALE STREET #01-02/03, SINGAPORE 540263",68810075,G,8:00:00 am,8:00:00 pm
HEALTHMARK FAMILY CLINIC (PIONEER),"638 JURONG WEST STREET 61 #02-08 PIONEER
MALL, SINGAPORE 640638",68613100,G,8:00:00 am,8:00:00 pm
HEALTHMARK FAMILY CLINIC (PUNGGOL),"639 PUNGGOL DRIVE #01-06, SINGAPORE 820639",68756696,G,8:00:00 am,8:00:00 pm
HEALTHMARK FAMILY CLINIC (SIMS),"48 SIMS PLACE #01-167 SIMS VISTA, SINGAPORE
380048",67414537,G,8:00:00 am,8:00:00 pm
HEALTHMED FAMILY CLINIC (BUKIT PANJANG),"416 SAUJANA ROAD #01-50, SINGAPORE 670416",67604321,G,8:00:00 am,8:00:00 pm
HK FAMILY CLINIC & SURGERY PTE LTD,"410 ANG MO KIO AVE 10 #01-817, SINGAPORE
560410",65528757,G,8:00:00 am,8:00:00 pm
HL CLINIC PTE LTD,"9 TELOK BLANGAH CRESCENT #01-135,
SINGAPORE 090009",62721986,G,8:00:00 am,8:00:00 pm
HL DERMAHEALTH AESTHETIC CLINIC PTE LTD,"12 TELOK BLANGAH CRESCENT #01-111,
SINGAPORE 090012",62769007,G,8:00:00 am,8:00:00 pm
HL FAMILY CLINIC & SURGERY(BEDOK) PTE LTD,"89 BEDOK NORTH STREET 4 #01-83, SINGAPORE
460089",64420494,G,8:00:00 am,8:00:00 pm
HWANG & LIANG FAMILY CLINIC & SURGERY,"476 TAMPINES ST 44 #01-173, SINGAPORE 520476",67888888,G,8:00:00 am,8:00:00 pm
KARRI FAMILY CLINIC,"866A TAMPINES ST 83 #03-05 TAMPINES CENTRAL COMMUNITY COMPLEX, SINGAPORE 521866",67850311,G,8:00:00 am,8:00:00 pm
KENNETH TAN MEDICAL CLINIC,"658 PUNGGOL EAST #01-04, SINGAPORE 820658",63124589,G,8:00:00 am,8:00:00 pm
KINDRED FAMILY CLINIC (HOUGANG),"247 HOUGANG AVENUE 3 #01-456, SINGAPORE
530247",65143680,G,8:00:00 am,8:00:00 pm
KINDRED FAMILY CLINIC (KALLANG BAHRU),"63 KALLANG BAHRU #01-435 KALLANG BAHRU
VILLE, SINGAPORE 330063",69046642,G,8:00:00 am,8:00:00 pm
KINDRED FAMILY CLINIC (TAMPINES),"494 TAMPINES STREET 45 #01-02, SINGAPORE
523494",62327893,G,8:00:00 am,8:00:00 pm
KINDRED FAMILY CLINIC (YISHUN),"172 YISHUN AVENUE 7 #01-787, SINGAPORE
760172",65924504,G,8:00:00 am,8:00:00 pm
LIFELINE PUNGGOL MEDICAL CLINIC PTE LTD,"198 PUNGGOL FIELD #02-03, SINGAPORE 820198",63155428,G,8:00:00 am,8:00:00 pm
